EM_ID,Exercise_ID,Muscle_ID,Muscle_Role,Intensity_Value,Intensity_Source,Contraction_Type,Notes
638,EX0013,MU0027,Stabilizer,5,Group,Isometric,Supports bar on upper back; upper traps engaged.
639,EX0013,MU0028,Stabilizer,5,Group,Isometric,Supports bar on upper back; upper traps engaged.
640,EX0013,MU0017,Secondary,5,Specific,Isotonic,Stabilizes hips and assists knee tracking.
641,EX0013,MU0014,Primary,8,Group,Isotonic,Drives hip extension during ascent.
642,EX0013,MU0015,Primary,8,Group,Isotonic,Drives hip extension during ascent.
643,EX0013,MU0016,Primary,8,Group,Isotonic,Drives hip extension during ascent.
644,EX0013,MU0011,Secondary,5,Group,Isotonic,Assists hip extension and stabilizes knees.
645,EX0013,MU0012,Secondary,5,Group,Isotonic,Assists hip extension and stabilizes knees.
646,EX0013,MU0013,Secondary,5,Group,Isotonic,Assists hip extension and stabilizes knees.
647,EX0013,MU0007,Primary,9,Group,Isotonic,Primary knee extensors; deep squat maximizes activation.
648,EX0013,MU0008,Primary,9,Group,Isotonic,Primary knee extensors; deep squat maximizes activation.
649,EX0013,MU0009,Primary,9,Group,Isotonic,Primary knee extensors; deep squat maximizes activation.
650,EX0013,MU0010,Primary,9,Group,Isotonic,Primary knee extensors; deep squat maximizes activation.
651,EX0014,MU0053,Stabilizer,3,Specific,Isometric,Maintains wrist stability during grip.
652,EX0014,MU0039,Stabilizer,1,Group,Isometric,Negligible upper body involvement.
653,EX0014,MU0040,Stabilizer,1,Group,Isometric,Negligible upper body involvement.
654,EX0014,MU0041,Stabilizer,1,Group,Isometric,Negligible upper body involvement.
655,EX0014,MU0042,Stabilizer,1,Specific,Isometric,Negligible scapular support.
656,EX0014,MU0043,Stabilizer,1,Specific,Isometric,Minimal scapular stabilization.
657,EX0014,MU0044,Stabilizer,1,Specific,Isometric,Irrelevant; no clavicle demand.
658,EX0014,MU0020,Stabilizer,7,Specific,Isometric,Resists rotation in unilateral stance; high balance demand.
659,EX0014,MU0021,Stabilizer,7,Specific,Isometric,Supports anti-rotation and stability in split stance.
660,EX0014,MU0018,Stabilizer,7,Specific,Isometric,Braces to maintain posture; high anti-flexion.
661,EX0014,MU0022,Stabilizer,8,Specific,Isometric,Intra-abdominal pressure for core stability.
662,EX0014,MU0056,Stabilizer,3,Specific,Isometric,Minor grip support for dumbbells.
663,EX0014,MU0052,Stabilizer,4,Specific,Isometric,Grips dumbbells; moderate for balance.
664,EX0014,MU0024,Stabilizer,7,Specific,Isometric,Prevents spinal rounding in split stance.
665,EX0014,MU0025,Stabilizer,6,Specific,Isometric,Stabilizes pelvis against lateral tilt in unilateral load.
666,EX0014,MU0005,Secondary,3,Specific,Isotonic,Assists ankle plantarflexion in front leg.
667,EX0014,MU0006,Secondary,3,Specific,Isometric,Supports ankle stability in front leg.
668,EX0014,MU0003,Stabilizer,2,Group,Isometric,Prevents ankle rolling in split stance.
669,EX0014,MU0004,Stabilizer,2,Group,Isometric,Prevents ankle rolling in split stance.
670,EX0014,MU0002,Stabilizer,2,Specific,Isometric,Slight shin stabilization in front leg.
671,EX0014,MU0001,Stabilizer,2,Specific,Isometric,Minor arch support.
672,EX0014,MU0035,Stabilizer,1,Specific,Isometric,Negligible rotator cuff involvement.
673,EX0014,MU0033,Stabilizer,1,Specific,Isometric,Minimal rotator cuff support.
674,EX0014,MU0032,Stabilizer,1,Specific,Isometric,Negligible shoulder stabilization.
675,EX0014,MU0034,Stabilizer,1,Specific,Isometric,Minimal rotator cuff role.
676,EX0014,MU0036,Stabilizer,1,Specific,Isometric,Negligible shoulder support.
677,EX0014,MU0037,Stabilizer,1,Specific,Isometric,Minimal abduction stabilization.
678,EX0014,MU0038,Stabilizer,1,Specific,Isometric,Negligible involvement.
679,EX0014,MU0048,Stabilizer,1,Specific,Isometric,Negligible elbow stabilization.
680,EX0014,MU0049,Stabilizer,1,Specific,Isometric,Minimal involvement.
681,EX0014,MU0050,Stabilizer,1,Specific,Isometric,Negligible elbow support.
682,EX0014,MU0045,Stabilizer,1,Specific,Isometric,Negligible elbow support.
683,EX0014,MU0046,Stabilizer,1,Specific,Isometric,Minimal shoulder stabilization.
684,EX0014,MU0047,Stabilizer,1,Specific,Isometric,Negligible involvement.
685,EX0014,MU0029,Stabilizer,2,Specific,Isometric,Minor upper back stabilization.
686,EX0014,MU0030,Stabilizer,2,Specific,Isometric,Negligible scapular support.
687,EX0014,MU0026,Stabilizer,2,Group,Isometric,Minor upper back involvement.
688,EX0014,MU0027,Stabilizer,2,Group,Isometric,Minor upper back involvement.
689,EX0014,MU0028,Stabilizer,2,Group,Isometric,Minor upper back involvement.
690,EX0014,MU0017,Secondary,5,Specific,Isotonic,Stabilizes hips in split stance; assists knee tracking.
691,EX0014,MU0014,Primary,8,Group,Isotonic,Drives hip extension in front leg.
692,EX0014,MU0015,Primary,8,Group,Isotonic,Drives hip extension in front leg.
693,EX0014,MU0016,Primary,8,Group,Isotonic,Drives hip extension in front leg.
694,EX0014,MU0011,Secondary,6,Group,Isotonic,Assists hip extension in front leg; balance demand.
695,EX0014,MU0012,Secondary,6,Group,Isotonic,Assists hip extension in front leg; balance demand.
696,EX0014,MU0013,Secondary,6,Group,Isotonic,Assists hip extension in front leg; balance demand.
697,EX0014,MU0007,Primary,9,Group,Isotonic,Primary knee extensors in front leg; deep squat maximizes.
698,EX0014,MU0008,Primary,9,Group,Isotonic,Primary knee extensors in front leg; deep squat maximizes.
699,EX0014,MU0009,Primary,9,Group,Isotonic,Primary knee extensors in front leg; deep squat maximizes.
700,EX0014,MU0010,Primary,9,Group,Isotonic,Primary knee extensors in front leg; deep squat maximizes.
701,EX0015,MU0053,Stabilizer,5,Specific,Isometric,Maintains wrist extension during grip.
702,EX0015,MU0039,Stabilizer,2,Group,Isometric,Minor upper body stabilization in hang.
703,EX0015,MU0040,Stabilizer,2,Group,Isometric,Minor upper body stabilization in hang.
704,EX0015,MU0041,Stabilizer,2,Group,Isometric,Minor upper body stabilization in hang.
705,EX0015,MU0042,Stabilizer,2,Specific,Isometric,Minimal scapular support.
706,EX0015,MU0043,Stabilizer,3,Specific,Isometric,Supports scapular protraction in hang.
707,EX0015,MU0044,Stabilizer,1,Specific,Isometric,Negligible clavicle stabilization.
708,EX0015,MU0020,Primary,8,Specific,Isotonic,Assists spinal flexion and rotation in knee raise.
709,EX0015,MU0021,Primary,8,Specific,Isotonic,Supports flexion and anti-rotation during raise.
710,EX0015,MU0018,Primary,9,Specific,Isotonic,Drives hip/spinal flexion to raise knees; Primary.
711,EX0015,MU0022,Primary,7,Specific,Isometric,Intra-abdominal pressure for core stability.
712,EX0015,MU0056,Stabilizer,4,Specific,Isometric,Supports grip and elbow stability in hang.
713,EX0015,MU0052,Stabilizer,6,Specific,Isometric,Primary grip strength for hanging.
714,EX0015,MU0024,Stabilizer,4,Specific,Isometric,Maintains spinal extension in hang.
715,EX0015,MU0025,Stabilizer,4,Specific,Isometric,Stabilizes pelvis during knee raise.
716,EX0015,MU0005,Stabilizer,1,Specific,Isometric,Negligible ankle stabilization.
717,EX0015,MU0006,Stabilizer,1,Specific,Isometric,Minimal ankle support.
718,EX0015,MU0003,Stabilizer,1,Group,Isometric,Negligible lateral ankle support.
719,EX0015,MU0004,Stabilizer,1,Group,Isometric,Negligible lateral ankle support.
720,EX0015,MU0002,Stabilizer,1,Specific,Isometric,Negligible shin stabilization.
721,EX0015,MU0001,Stabilizer,1,Specific,Isometric,Negligible arch support.
722,EX0015,MU0035,Stabilizer,2,Specific,Isometric,Minor rotator cuff stabilization in hang.
723,EX0015,MU0033,Stabilizer,2,Specific,Isometric,Minimal rotator cuff support.
724,EX0015,MU0032,Stabilizer,2,Specific,Isometric,Minor shoulder stabilization.
725,EX0015,MU0034,Stabilizer,2,Specific,Isometric,Minimal rotator cuff involvement.
726,EX0015,MU0036,Stabilizer,2,Specific,Isometric,Minor shoulder support in hang.
727,EX0015,MU0037,Stabilizer,2,Specific,Isometric,Minimal abduction stabilization.
728,EX0015,MU0038,Stabilizer,2,Specific,Isometric,Minor involvement in shoulder stability.
729,EX0015,MU0048,Stabilizer,3,Specific,Isometric,Minor elbow stabilization in hang.
730,EX0015,MU0049,Stabilizer,3,Specific,Isometric,Minimal elbow support.
731,EX0015,MU0050,Stabilizer,3,Specific,Isometric,Minimal elbow stabilization.
732,EX0015,MU0045,Stabilizer,1,Specific,Isometric,Negligible elbow support.
733,EX0015,MU0046,Stabilizer,1,Specific,Isometric,Minimal shoulder stabilization.
734,EX0015,MU0047,Stabilizer,1,Specific,Isometric,Negligible involvement.
735,EX0015,MU0029,Secondary,5,Specific,Isotonic,Assists shoulder extension in hang and raise.
736,EX0015,MU0030,Stabilizer,4,Specific,Isometric,Supports scapular retraction in hang.
737,EX0015,MU0026,Stabilizer,5,Group,Isometric,Supports upper back and scapular stability in hang.
738,EX0015,MU0027,Stabilizer,5,Group,Isometric,Supports upper back and scapular stability in hang.
739,EX0015,MU0028,Stabilizer,5,Group,Isometric,Supports upper back and scapular stability in hang.
740,EX0015,MU0017,Stabilizer,1,Specific,Isometric,Negligible hip stabilization.
741,EX0015,MU0014,Stabilizer,1,Group,Isometric,Minimal hip support in hanging position.
742,EX0015,MU0015,Stabilizer,1,Group,Isometric,Minimal hip support in hanging position.
743,EX0015,MU0016,Stabilizer,1,Group,Isometric,Minimal hip support in hanging position.
744,EX0015,MU0011,Stabilizer,1,Group,Isometric,Negligible leg involvement.
745,EX0015,MU0012,Stabilizer,1,Group,Isometric,Negligible leg involvement.
746,EX0015,MU0013,Stabilizer,1,Group,Isometric,Negligible leg involvement.
747,EX0015,MU0007,Stabilizer,1,Group,Isometric,Minimal knee stabilization in hang.
748,EX0015,MU0008,Stabilizer,1,Group,Isometric,Minimal knee stabilization in hang.
749,EX0015,MU0009,Stabilizer,1,Group,Isometric,Minimal knee stabilization in hang.
750,EX0015,MU0010,Stabilizer,1,Group,Isometric,Minimal knee stabilization in hang.
751,EX0016,MU0053,Stabilizer,3,Specific,Isometric,Maintains wrist stability for kettlebell.
752,EX0016,MU0007,Primary,9,Group,Isotonic,Primary knee extensors in working leg; deep lunge maximizes.
753,EX0016,MU0008,Primary,9,Group,Isotonic,Primary knee extensors in working leg; deep lunge maximizes.
754,EX0016,MU0009,Primary,9,Group,Isotonic,Primary knee extensors in working leg; deep lunge maximizes.
755,EX0016,MU0010,Primary,9,Group,Isotonic,Primary knee extensors in working leg; deep lunge maximizes.
756,EX0016,MU0022,Stabilizer,8,Specific,Isometric,Intra-abdominal pressure for core stability.
757,EX0016,MU0014,Primary,8,Group,Isotonic,Drives hip extension in working leg.
758,EX0016,MU0015,Primary,8,Group,Isotonic,Drives hip extension in working leg.
759,EX0016,MU0016,Primary,8,Group,Isotonic,Drives hip extension in working leg.
760,EX0016,MU0020,Stabilizer,7,Specific,Isometric,Resists rotation and lateral tilt; high due to kettlebell.
761,EX0016,MU0021,Stabilizer,7,Specific,Isometric,Supports anti-rotation in lateral movement.
762,EX0016,MU0018,Stabilizer,7,Specific,Isometric,Braces against kettlebell; high anti-flexion demand.
763,EX0016,MU0024,Stabilizer,7,Specific,Isometric,Prevents spinal rounding in lateral stance.
764,EX0016,MU0017,Primary,7,Specific,Isotonic,Drives hip adduction/stabilization in lateral lunge.
765,EX0016,MU0025,Stabilizer,6,Specific,Isometric,Stabilizes pelvis against lateral tilt in unilateral load.
766,EX0016,MU0011,Secondary,6,Group,Isotonic,Assists hip extension in working leg; balance demand.
767,EX0016,MU0012,Secondary,6,Group,Isotonic,Assists hip extension in working leg; balance demand.
768,EX0016,MU0013,Secondary,6,Group,Isotonic,Assists hip extension in working leg; balance demand.
769,EX0016,MU0052,Stabilizer,4,Specific,Isometric,Grips kettlebell; moderate due to chest hold.
770,EX0016,MU0029,Stabilizer,4,Specific,Isometric,Assists in stabilizing kettlebell and posture.
771,EX0016,MU0026,Stabilizer,4,Group,Isometric,Supports upper back and kettlebell at chest.
772,EX0016,MU0027,Stabilizer,4,Group,Isometric,Supports upper back and kettlebell at chest.
773,EX0016,MU0028,Stabilizer,4,Group,Isometric,Supports upper back and kettlebell at chest.
774,EX0016,MU0056,Stabilizer,3,Specific,Isometric,Minor grip support for kettlebell.
775,EX0016,MU0005,Secondary,3,Specific,Isotonic,Assists ankle plantarflexion in working leg.
776,EX0016,MU0006,Secondary,3,Specific,Isometric,Supports ankle stability in working leg.
777,EX0016,MU0048,Stabilizer,3,Specific,Isometric,Minor elbow stabilization for kettlebell.
778,EX0016,MU0049,Stabilizer,3,Specific,Isometric,Minimal elbow support for kettlebell.
779,EX0016,MU0050,Stabilizer,3,Specific,Isometric,Minor elbow stabilization.
780,EX0016,MU0030,Stabilizer,3,Specific,Isometric,Minor scapular retraction for kettlebell hold.
781,EX0016,MU0003,Stabilizer,2,Group,Isometric,Prevents ankle rolling in lateral stance.
782,EX0016,MU0004,Stabilizer,2,Group,Isometric,Prevents ankle rolling in lateral stance.
783,EX0016,MU0002,Stabilizer,2,Specific,Isometric,Slight shin stabilization in working leg.
784,EX0016,MU0001,Stabilizer,2,Specific,Isometric,Minor arch support in working leg.
785,EX0016,MU0036,Stabilizer,2,Specific,Isometric,Minor shoulder support for kettlebell hold.
786,EX0016,MU0037,Stabilizer,2,Specific,Isometric,Minimal abduction stabilization.
787,EX0016,MU0038,Stabilizer,2,Specific,Isometric,Negligible shoulder involvement.
788,EX0016,MU0039,Stabilizer,1,Group,Isometric,Negligible upper body involvement.
789,EX0016,MU0040,Stabilizer,1,Group,Isometric,Negligible upper body involvement.
790,EX0016,MU0041,Stabilizer,1,Group,Isometric,Negligible upper body involvement.
791,EX0016,MU0042,Stabilizer,1,Specific,Isometric,Negligible scapular support.
792,EX0016,MU0043,Stabilizer,1,Specific,Isometric,Minimal scapular stabilization.
793,EX0016,MU0044,Stabilizer,1,Specific,Isometric,Irrelevant; no clavicle demand.
794,EX0016,MU0035,Stabilizer,1,Specific,Isometric,Negligible rotator cuff involvement.
795,EX0016,MU0033,Stabilizer,1,Specific,Isometric,Minimal rotator cuff support.
796,EX0016,MU0032,Stabilizer,1,Specific,Isometric,Negligible shoulder stabilization.
797,EX0016,MU0034,Stabilizer,1,Specific,Isometric,Minimal rotator cuff role.
798,EX0016,MU0045,Stabilizer,1,Specific,Isometric,Negligible elbow support.
799,EX0016,MU0046,Stabilizer,1,Specific,Isometric,Minimal shoulder stabilization.
800,EX0016,MU0047,Stabilizer,1,Specific,Isometric,Negligible involvement.
801,EX0017,MU0053,Stabilizer,3,Specific,Isometric,Maintains wrist stability during grip.
802,EX0017,MU0039,Primary,9,Group,Isotonic,Drives shoulder adduction/flexion; primary chest mover.
803,EX0017,MU0040,Primary,9,Group,Isotonic,Drives shoulder adduction/flexion; primary chest mover.
804,EX0017,MU0041,Primary,9,Group,Isotonic,Drives shoulder adduction/flexion; primary chest mover.
805,EX0017,MU0042,Secondary,4,Specific,Isotonic,Assists scapular depression; moderate role.
806,EX0017,MU0043,Secondary,5,Specific,Isotonic,Supports scapular protraction during press.
807,EX0017,MU0044,Stabilizer,1,Specific,Isometric,Negligible clavicle stabilization.
808,EX0017,MU0020,Stabilizer,3,Specific,Isometric,Minor bracing for torso stability on bench.
809,EX0017,MU0021,Stabilizer,3,Specific,Isometric,Minimal anti-rotation support.
810,EX0017,MU0018,Stabilizer,3,Specific,Isometric,Low demand for torso stability.
811,EX0017,MU0022,Stabilizer,4,Specific,Isometric,Intra-abdominal pressure for bench stability.
812,EX0017,MU0056,Stabilizer,4,Specific,Isometric,Supports grip and elbow stability.
813,EX0017,MU0052,Stabilizer,5,Specific,Isometric,Primary grip strength for barbell.
814,EX0017,MU0024,Stabilizer,3,Specific,Isometric,Supports spine on bench; low demand.
815,EX0017,MU0025,Stabilizer,2,Specific,Isometric,Minimal pelvic stabilization on bench.
816,EX0017,MU0005,Stabilizer,1,Specific,Isometric,Negligible ankle stabilization.
817,EX0017,MU0006,Stabilizer,1,Specific,Isometric,Minimal ankle support.
818,EX0017,MU0003,Stabilizer,1,Group,Isometric,Negligible lateral ankle support.
819,EX0017,MU0004,Stabilizer,1,Group,Isometric,Negligible lateral ankle support.
820,EX0017,MU0002,Stabilizer,1,Specific,Isometric,Negligible shin stabilization.
821,EX0017,MU0001,Stabilizer,1,Specific,Isometric,Negligible arch support.
822,EX0017,MU0035,Stabilizer,2,Specific,Isometric,Minor rotator cuff stabilization.
823,EX0017,MU0033,Stabilizer,2,Specific,Isometric,Minimal rotator cuff support.
824,EX0017,MU0032,Stabilizer,2,Specific,Isometric,Minor shoulder stabilization.
825,EX0017,MU0034,Stabilizer,2,Specific,Isometric,Minimal rotator cuff involvement.
826,EX0017,MU0036,Primary,7,Specific,Isotonic,Assists shoulder flexion; strong role in press.
827,EX0017,MU0037,Secondary,4,Specific,Isotonic,Supports shoulder abduction/stability.
828,EX0017,MU0038,Stabilizer,2,Specific,Isometric,Minimal shoulder support.
829,EX0017,MU0048,Stabilizer,1,Specific,Isometric,Negligible elbow stabilization.
830,EX0017,MU0049,Stabilizer,1,Specific,Isometric,Minimal involvement.
831,EX0017,MU0050,Stabilizer,1,Specific,Isometric,Negligible elbow support.
832,EX0017,MU0045,Primary,8,Specific,Isotonic,Drives elbow extension; primary role in press.
833,EX0017,MU0046,Primary,7,Specific,Isotonic,Assists elbow extension and shoulder stability.
834,EX0017,MU0047,Primary,7,Specific,Isotonic,Supports triceps in elbow extension.
835,EX0017,MU0029,Stabilizer,3,Specific,Isometric,Minor upper back stabilization.
836,EX0017,MU0030,Stabilizer,3,Specific,Isometric,Supports scapular retraction on bench.
837,EX0017,MU0026,Stabilizer,4,Group,Isometric,Supports scapular stability and bench posture.
838,EX0017,MU0027,Stabilizer,4,Group,Isometric,Supports scapular stability and bench posture.
839,EX0017,MU0028,Stabilizer,4,Group,Isometric,Supports scapular stability and bench posture.
840,EX0017,MU0017,Stabilizer,1,Specific,Isometric,Negligible hip stabilization on bench.
841,EX0017,MU0014,Stabilizer,1,Group,Isometric,Minimal hip support on bench.
842,EX0017,MU0015,Stabilizer,1,Group,Isometric,Minimal hip support on bench.
843,EX0017,MU0016,Stabilizer,1,Group,Isometric,Minimal hip support on bench.
844,EX0017,MU0011,Stabilizer,1,Group,Isometric,Negligible leg involvement.
845,EX0017,MU0012,Stabilizer,1,Group,Isometric,Negligible leg involvement.
846,EX0017,MU0013,Stabilizer,1,Group,Isometric,Negligible leg involvement.
847,EX0017,MU0007,Stabilizer,1,Group,Isometric,Minimal knee stabilization on bench.
848,EX0017,MU0008,Stabilizer,1,Group,Isometric,Minimal knee stabilization on bench.
849,EX0017,MU0009,Stabilizer,1,Group,Isometric,Minimal knee stabilization on bench.
850,EX0017,MU0010,Stabilizer,1,Group,Isometric,Minimal knee stabilization on bench.
851,EX0018,MU0053,Stabilizer,5,Specific,Isometric,Maintains wrist stability during grip.
852,EX0018,MU0039,Stabilizer,1,Group,Isometric,Minimal upper body stabilization.
853,EX0018,MU0040,Stabilizer,1,Group,Isometric,Minimal upper body stabilization.
854,EX0018,MU0041,Stabilizer,1,Group,Isometric,Minimal upper body stabilization.
855,EX0018,MU0042,Stabilizer,1,Specific,Isometric,Negligible scapular involvement.
856,EX0018,MU0043,Stabilizer,2,Specific,Isometric,Minor scapular protraction support.
857,EX0018,MU0044,Stabilizer,1,Specific,Isometric,Irrelevant; no clavicle demand.
858,EX0018,MU0020,Stabilizer,7,Specific,Isometric,Braces against rotation/extension in hinge.
859,EX0018,MU0021,Stabilizer,7,Specific,Isometric,Supports anti-rotation in bent-over posture.
860,EX0018,MU0018,Stabilizer,7,Specific,Isometric,Resists spinal flexion; high bracing demand.
861,EX0018,MU0022,Stabilizer,7,Specific,Isometric,Intra-abdominal pressure for spinal stability.
862,EX0018,MU0056,Secondary,6,Specific,Isotonic,Assists elbow flexion during pull.
863,EX0018,MU0052,Stabilizer,6,Specific,Isometric,Primary grip strength for barbell.
864,EX0018,MU0024,Stabilizer,8,Specific,Isometric,Prevents spinal rounding in hinge; high demand.
865,EX0018,MU0025,Stabilizer,5,Specific,Isometric,Stabilizes pelvis against lateral tilt.
866,EX0018,MU0005,Stabilizer,2,Specific,Isometric,Minor ankle stabilization in hinge.
867,EX0018,MU0006,Stabilizer,2,Specific,Isometric,Assists ankle stability.
868,EX0018,MU0003,Stabilizer,1,Group,Isometric,Negligible lateral ankle support.
869,EX0018,MU0004,Stabilizer,1,Group,Isometric,Negligible lateral ankle support.
870,EX0018,MU0002,Stabilizer,1,Specific,Isometric,Negligible shin stabilization.
871,EX0018,MU0001,Stabilizer,1,Specific,Isometric,Negligible arch support.
872,EX0018,MU0035,Stabilizer,2,Specific,Isometric,Minor rotator cuff stabilization.
873,EX0018,MU0033,Stabilizer,2,Specific,Isometric,Minimal rotator cuff support.
874,EX0018,MU0032,Stabilizer,2,Specific,Isometric,Minor shoulder stabilization.
875,EX0018,MU0034,Stabilizer,2,Specific,Isometric,Minimal rotator cuff involvement.
876,EX0018,MU0036,Stabilizer,2,Specific,Isometric,Minor shoulder support during pull.
877,EX0018,MU0037,Stabilizer,2,Specific,Isometric,Minimal abduction stabilization.
878,EX0018,MU0038,Secondary,5,Specific,Isotonic,Assists shoulder extension in pull.
879,EX0018,MU0048,Secondary,7,Specific,Isotonic,Drives elbow flexion during row.
880,EX0018,MU0049,Secondary,6,Specific,Isotonic,Assists elbow flexion; strong role.
881,EX0018,MU0050,Secondary,6,Specific,Isotonic,Supports biceps in elbow flexion.
882,EX0018,MU0045,Stabilizer,1,Specific,Isometric,Negligible elbow stabilization.
883,EX0018,MU0046,Stabilizer,1,Specific,Isometric,Minimal shoulder support.
884,EX0018,MU0047,Stabilizer,1,Specific,Isometric,Negligible involvement.
885,EX0018,MU0029,Primary,9,Specific,Isotonic,Drives shoulder extension/adduction; primary pull.
886,EX0018,MU0030,Primary,8,Specific,Isotonic,Retracts scapulae; nearly co-primary with lats.
887,EX0018,MU0026,Primary,8,Group,Isotonic,Supports scapular retraction/elevation; high demand.
888,EX0018,MU0027,Primary,8,Group,Isotonic,Supports scapular retraction/elevation; high demand.
889,EX0018,MU0028,Primary,8,Group,Isotonic,Supports scapular retraction/elevation; high demand.
890,EX0018,MU0017,Stabilizer,5,Specific,Isometric,Stabilizes hips in hinge position.
891,EX0018,MU0014,Stabilizer,6,Group,Isometric,Maintains hip extension in hinge.
892,EX0018,MU0015,Stabilizer,6,Group,Isometric,Maintains hip extension in hinge.
893,EX0018,MU0016,Stabilizer,6,Group,Isometric,Maintains hip extension in hinge.
894,EX0018,MU0011,Stabilizer,6,Group,Isometric,Supports hip hinge stability.
895,EX0018,MU0012,Stabilizer,6,Group,Isometric,Supports hip hinge stability.
896,EX0018,MU0013,Stabilizer,6,Group,Isometric,Supports hip hinge stability.
897,EX0018,MU0007,Stabilizer,2,Group,Isometric,Stabilizes knees in bent-over posture.
898,EX0018,MU0008,Stabilizer,2,Group,Isometric,Stabilizes knees in bent-over posture.
899,EX0018,MU0009,Stabilizer,2,Group,Isometric,Stabilizes knees in bent-over posture.
900,EX0018,MU0010,Stabilizer,2,Group,Isometric,Stabilizes knees in bent-over posture.
901,EX0019,MU0053,Stabilizer,4,Specific,Isometric,Maintains wrist stability during grip.
902,EX0019,MU0039,Primary,9,Group,Isotonic,Drives shoulder adduction/flexion; primary with forward lean.
903,EX0019,MU0040,Primary,9,Group,Isotonic,Drives shoulder adduction/flexion; primary with forward lean.
904,EX0019,MU0041,Primary,9,Group,Isotonic,Drives shoulder adduction/flexion; primary with forward lean.
905,EX0019,MU0042,Secondary,4,Specific,Isotonic,Assists scapular depression; moderate role.
906,EX0019,MU0043,Secondary,5,Specific,Isotonic,Supports scapular protraction during dip.
907,EX0019,MU0044,Stabilizer,1,Specific,Isometric,Negligible clavicle stabilization.
908,EX0019,MU0020,Stabilizer,5,Specific,Isometric,Resists rotation in forward-lean position.
909,EX0019,MU0021,Stabilizer,5,Specific,Isometric,Supports anti-rotation during dip.
910,EX0019,MU0018,Stabilizer,5,Specific,Isometric,Braces to maintain torso position; moderate demand.
911,EX0019,MU0022,Stabilizer,6,Specific,Isometric,Intra-abdominal pressure for stability.
912,EX0019,MU0056,Stabilizer,4,Specific,Isometric,Supports grip and elbow stability on bars.
913,EX0019,MU0052,Stabilizer,5,Specific,Isometric,Primary grip strength for bars.
914,EX0019,MU0024,Stabilizer,3,Specific,Isometric,Minor spinal support in dip position.
915,EX0019,MU0025,Stabilizer,3,Specific,Isometric,Minimal pelvic stabilization during dip.
916,EX0019,MU0005,Stabilizer,1,Specific,Isometric,Negligible ankle stabilization.
917,EX0019,MU0006,Stabilizer,1,Specific,Isometric,Minimal ankle support.
918,EX0019,MU0003,Stabilizer,1,Group,Isometric,Negligible lateral ankle support.
919,EX0019,MU0004,Stabilizer,1,Group,Isometric,Negligible lateral ankle support.
920,EX0019,MU0002,Stabilizer,1,Specific,Isometric,Negligible shin stabilization.
921,EX0019,MU0001,Stabilizer,1,Specific,Isometric,Negligible arch support.
922,EX0019,MU0035,Stabilizer,2,Specific,Isometric,Minor rotator cuff stabilization.
923,EX0019,MU0033,Stabilizer,2,Specific,Isometric,Minimal rotator cuff support.
924,EX0019,MU0032,Stabilizer,2,Specific,Isometric,Minor shoulder stabilization.
925,EX0019,MU0034,Stabilizer,2,Specific,Isometric,Minimal rotator cuff involvement.
926,EX0019,MU0036,Primary,7,Specific,Isotonic,Assists shoulder flexion; strong role with lean.
927,EX0019,MU0037,Secondary,4,Specific,Isotonic,Supports shoulder abduction/stability.
928,EX0019,MU0038,Stabilizer,2,Specific,Isometric,Minimal shoulder support.
929,EX0019,MU0048,Stabilizer,1,Specific,Isometric,Negligible elbow stabilization.
930,EX0019,MU0049,Stabilizer,1,Specific,Isometric,Minimal involvement.
931,EX0019,MU0050,Stabilizer,1,Specific,Isometric,Negligible elbow support.
932,EX0019,MU0045,Primary,8,Specific,Isotonic,Drives elbow extension; strong role in dip.
933,EX0019,MU0046,Primary,7,Specific,Isotonic,Assists elbow extension and shoulder stability.
934,EX0019,MU0047,Primary,7,Specific,Isotonic,Supports triceps in elbow extension.
935,EX0019,MU0029,Stabilizer,4,Specific,Isometric,Assists shoulder stabilization in dip.
936,EX0019,MU0030,Stabilizer,4,Specific,Isometric,Supports scapular retraction during dip.
937,EX0019,MU0026,Stabilizer,5,Group,Isometric,Supports scapular stability and posture.
938,EX0019,MU0027,Stabilizer,5,Group,Isometric,Supports scapular stability and posture.
939,EX0019,MU0028,Stabilizer,5,Group,Isometric,Supports scapular stability and posture.
940,EX0019,MU0017,Stabilizer,1,Specific,Isometric,Negligible hip stabilization.
941,EX0019,MU0014,Stabilizer,1,Group,Isometric,Minimal hip support in dip position.
942,EX0019,MU0015,Stabilizer,1,Group,Isometric,Minimal hip support in dip position.
943,EX0019,MU0016,Stabilizer,1,Group,Isometric,Minimal hip support in dip position.
944,EX0019,MU0011,Stabilizer,1,Group,Isometric,Negligible leg involvement.
945,EX0019,MU0012,Stabilizer,1,Group,Isometric,Negligible leg involvement.
946,EX0019,MU0013,Stabilizer,1,Group,Isometric,Negligible leg involvement.
947,EX0019,MU0007,Stabilizer,1,Group,Isometric,Minimal knee stabilization.
948,EX0019,MU0008,Stabilizer,1,Group,Isometric,Minimal knee stabilization.
949,EX0019,MU0009,Stabilizer,1,Group,Isometric,Minimal knee stabilization.
950,EX0019,MU0010,Stabilizer,1,Group,Isometric,Minimal knee stabilization.
951,EX0020,MU0053,Stabilizer,3,Specific,Isometric,Maintains wrist stability during grip.
952,EX0020,MU0039,Primary,9,Group,Isotonic,Drives shoulder adduction/flexion; high upper chest focus on incline.
953,EX0020,MU0040,Primary,9,Group,Isotonic,Drives shoulder adduction/flexion; high upper chest focus on incline.
